ku_id,type,canonical_name,name_en,source_task,created,updated,card_path
units/persons/guido-cagnacci,person,圭多·卡尼亚奇,Guido Cagnacci,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/guido-cagnacci.md
units/persons/guido-reni,person,圭多·雷尼,Guido Reni,,2026-09-09,2026-09-14,04-knowledge/units/persons/guido-reni.md
units/persons/gyles-isham,person,盖尔斯·伊舍姆,Gyles Isham,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/gyles-isham.md
units/persons/homer,person,荷马,Homer,front-matter,2026-09-14,2026-09-25,04-knowledge/units/persons/homer.md
units/persons/howard-hibbard,person,霍华德·希巴德,Howard Hibbard,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/howard-hibbard.md
units/persons/hugh-honour,person,休·昂纳,Hugh Honour,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/hugh-honour.md
units/persons/innocent-x,person,英诺森十世,Innocent X,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/innocent-x.md
units/persons/innocent-xi,person,英诺森十一世,Innocent XI,front-matter,2026-09-09,2026-09-14,04-knowledge/units/persons/innocent-xi.md
units/persons/innocent-xiii,person,英诺森十三世,Innocent XIII,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/innocent-xiii.md
units/persons/j-tomilson-hill,person,J. 托米尔森·希尔,J. Tomilson Hill,chp-1,2026-09-13,2026-09-14,04-knowledge/units/persons/j-tomilson-hill.md
units/persons/jacopo-salviati,person,雅各布·萨尔维亚蒂,Jacopo Salviati,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/jacopo-salviati.md
units/persons/jerome-bankes,person,杰罗姆·班克斯,Jerome Bankes,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/jerome-bankes.md
units/persons/johann-conrad-hofmann,person,约翰·康拉德·霍夫曼,Johann Conrad Hofmann,front-matter,2026-09-15,2026-09-15,04-knowledge/units/persons/johann-conrad-hofmann.md
units/persons/johann-heinrich-schmelzer,person,约翰·海因里希·施梅尔策,Johann Heinrich Schmelzer,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/johann-heinrich-schmelzer.md
units/persons/johann-wilhelm-elector-palatine,person,约翰·威廉,"Johann Wilhelm, Elector Palatine",front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/johann-wilhelm-elector-palatine.md
units/persons/john-finch,person,约翰·芬奇,John Finch,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/john-finch.md
units/persons/john-gilmartin,person,约翰·吉尔马丁,John Gilmartin,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/john-gilmartin.md
units/persons/john-nicoll,person,约翰·尼科尔,John Nicoll,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/john-nicoll.md
units/persons/john-r-freeman,person,约翰·R. 弗里曼,John R. Freeman,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/john-r-freeman.md
units/persons/john-strange,person,约翰·斯特兰奇,John Strange,front-matter,2026-09-14,2026-09-25,04-knowledge/units/persons/john-strange.md
units/persons/juan-de-pareja,person,胡安·德·帕雷哈,Juan de Pareja,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/juan-de-pareja.md
units/persons/jules-guiffrey,person,朱尔·吉弗雷,Jules Guiffrey,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/jules-guiffrey.md
units/persons/katharina-heinzelmann,person,卡塔琳娜·海因策尔曼,Katharina Heinzelmann,front-matter,2026-09-15,2026-09-15,04-knowledge/units/persons/katharina-heinzelmann.md
units/persons/laerzio-cherubini,person,莱尔齐奥·凯鲁比尼,Laerzio Cherubini,chp-1,2026-09-13,2026-09-14,04-knowledge/units/persons/laerzio-cherubini.md
units/persons/larissa-dedicatee,person,拉里萨·萨尔米娜,Larissa Salmina,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/larissa-dedicatee.md
units/persons/lavinia-albergati,person,拉维尼娅·阿尔贝尔加蒂,Lavinia Albergati,,2026-09-25,2026-09-25,04-knowledge/units/persons/lavinia-albergati.md
units/persons/leo-x,person,利奥十世,Leo X,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/leo-x.md
units/persons/leonardis,person,雅科波·莱奥纳迪斯,Jacopo Leonardis,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/leonardis.md
units/persons/leonardo-pesaro-commissioner,person,莱昂纳多·佩萨罗（Leonardo Pesaro，乔万尼·佩萨罗之侄）,Leonardo Pesaro,front-matter,2026-09-25,2026-09-25,04-knowledge/units/persons/leonardo-pesaro-commissioner.md
units/persons/leopoldo-de-medici,person,莱奥波尔多·德·美第奇,Leopoldo de’ Medici,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/leopoldo-de-medici.md
units/persons/lodovico-gimignani,person,洛多维科·吉米尼亚尼,Lodovico Gimignani,,2026-09-09,2026-09-14,04-knowledge/units/persons/lodovico-gimignani.md
units/persons/lord-arundell-coke-correspondent,person,托马斯·霍华德，阿伦德尔伯爵,"Thomas Howard, Earl of Arundel",,2026-09-09,2026-09-14,04-knowledge/units/persons/lord-arundell-coke-correspondent.md
units/persons/louis-antoine-de-pardaillan-de-gondrin,person,路易-安托万·德·帕尔达扬·德·贡德兰,Louis-Antoine de Pardaillan de Gondrin,front-matter,2026-09-15,2026-09-15,04-knowledge/units/persons/louis-antoine-de-pardaillan-de-gondrin.md
units/persons/louis-xiv,person,路易十四,Louis XIV,front-matter,2026-09-14,2026-09-25,04-knowledge/units/persons/louis-xiv.md
units/persons/luca-giordano,person,卢卡·焦尔达诺,Luca Giordano,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/luca-giordano.md
units/persons/luigi-bernini,person,路易吉·贝尔尼尼,Luigi Bernini,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/luigi-bernini.md
units/persons/ludovico-ludovisi,person,卢多维科·卢多维西,Ludovico Ludovisi,,2026-09-09,2026-09-14,04-knowledge/units/persons/ludovico-ludovisi.md
units/persons/marcantonio-i-doria,person,马尔坎托尼奥一世·多利亚,Marcantonio I Doria,chp-1,2026-09-13,2026-09-14,04-knowledge/units/persons/marcantonio-i-doria.md
units/persons/marcantonio-hercolani-1709,person,马尔坎托尼奥·埃尔科拉尼（Marcantonio Hercolani，1709–1772）,Marcantonio Hercolani (1709–1772),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/marcantonio-hercolani-1709.md
units/persons/marcello-sacchetti,person,马尔切洛·萨凯蒂,Marcello Sacchetti,,2026-09-09,2026-09-14,04-knowledge/units/persons/marcello-sacchetti.md
units/persons/marchese-costaguti-household,person,科斯塔古蒂侯爵（卡尔洛内婚姻事例语境）,Marchese Costaguti (Carlone marriage context),chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/marchese-costaguti-household.md
units/persons/marchese-del-carpio,person,加斯帕尔·门德斯·德阿罗，第七代卡尔皮奥侯爵,"Gaspar Méndez de Haro, 7th Marquess of Carpio",,2026-09-09,2026-09-15,04-knowledge/units/persons/marchese-del-carpio.md
units/persons/marchese-gerini,person,安德烈亚·杰里尼,Andrea Gerini,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/marchese-gerini.md
units/persons/marchese-giustiniani-ch1,person,文琴佐·朱斯蒂尼亚尼,Vincenzo Giustiniani,,2026-09-09,2026-09-14,04-knowledge/units/persons/marchese-giustiniani-ch1.md
units/persons/marchese-pallavicini-piola,person,尼科洛·马里亚·帕拉维奇尼侯爵,Niccolò Maria Pallavicini,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/marchese-pallavicini-piola.md
units/persons/marchese-san-tommaso-negri,person,圣托马索侯爵（内格里的收信人）,Marchese di S. Tommaso (Negri’s correspondent),chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/marchese-san-tommaso-negri.md
units/persons/marco-chiarini,person,马尔科·基亚里尼,Marco Chiarini,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/marco-chiarini.md
units/persons/marco-foscarini,person,马尔科·福斯卡里尼,Marco Foscarini,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/marco-foscarini.md
units/persons/marco-pitteri,person,马尔科·阿尔维塞·皮泰里,Marco Alvise Pitteri,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/marco-pitteri.md
units/persons/marco-ricci,person,马尔科·里奇,Marco Ricci,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/marco-ricci.md
units/persons/marianne-roland-michel,person,玛丽安娜·罗兰-米歇尔,Marianne Roland-Michel,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/marianne-roland-michel.md
units/persons/maria-ruffo-guercino-commissioner,person,"玛丽亚·鲁福（圭尔奇诺祭坛画委托者）（D.a Maria Ruffo, Guercino altarpiece commissioner）","D.a Maria Ruffo, commissioner of Guercino's Saint Teresa altarpiece",chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/maria-ruffo-guercino-commissioner.md
units/persons/maria-teresa-ruffo-1688-altar-commissioner,person,玛丽亚·特蕾莎·鲁福（圣额我略堂1688年祭坛委托者）,"Maria Teresa Ruffo, commissioner of the 1688 San Gregorio altar",chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/maria-teresa-ruffo-1688-altar-commissioner.md
units/persons/marie-louise-jay,person,玛丽—路易丝·杰,Marie-Louise Jaÿ,front-matter,2026-09-15,2026-09-15,04-knowledge/units/persons/marie-louise-jay.md
units/persons/marieschi,person,米凯莱·马里耶斯基,Michele Marieschi,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/marieschi.md
units/persons/mario-de-fiori,person,马里奥·努齐,Mario Nuzzi,,2026-09-09,2026-09-14,04-knowledge/units/persons/mario-de-fiori.md
units/persons/mario-minnitti,person,马里奥·明尼蒂,Mario Minniti,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/mario-minnitti.md
units/persons/marshal-schulenburg,person,约翰·马蒂亚斯·冯·德尔·舒伦堡,Johann Matthias von der Schulenburg,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/marshal-schulenburg.md
units/persons/massimo-stanzione,person,马西莫·斯坦齐奥内,Massimo Stanzione,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/massimo-stanzione.md
units/persons/matteo-castelli,person,马泰奥·卡斯泰利,Matteo Castelli,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/matteo-castelli.md
units/persons/matthaeus-kusel,person,马特乌斯·屈塞尔,Matthäus Küsel,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/matthaeus-kusel.md
units/persons/mattia-preti,person,马蒂亚·普雷蒂,Mattia Preti,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/mattia-preti.md
units/persons/maurizio-di-savoia,person,毛里齐奥·迪·萨伏依,Maurizio di Savoia,,2026-09-09,2026-09-14,04-knowledge/units/persons/maurizio-di-savoia.md
units/persons/mauro-antonio-tesi,person,毛罗·安东尼奥·泰西,Mauro Antonio Tesi,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/mauro-antonio-tesi.md
units/persons/mazarin,person,朱尔·马扎然,Jules Mazarin,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/mazarin.md
units/persons/melchior-barthel,person,梅尔希奥尔·巴特尔,Melchior Barthel,front-matter,2026-09-25,2026-09-25,04-knowledge/units/persons/melchior-barthel.md
units/persons/michael-conforti,person,迈克尔·康福尔蒂,Michael Conforti,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/michael-conforti.md
units/persons/michael-levey,person,迈克尔·利维,Michael Levey,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/michael-levey.md
units/persons/michelangelo-cerquozzi,person,米开朗基罗·切尔阔齐,Michelangelo Cerquozzi,,2026-09-09,2026-09-14,04-knowledge/units/persons/michelangelo-cerquozzi.md
units/persons/michelangelo,person,米开朗基罗,Michelangelo,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/michelangelo.md
units/persons/michele-fabris,person,米凯莱·法布里斯,Michele Fabris,front-matter,2026-09-25,2026-09-25,04-knowledge/units/persons/michele-fabris.md
units/persons/mr-coke-rome-correspondent,person,托马斯·科克（Thomas Coke，阿伦德尔家户通信者）,Thomas Coke (Arundel household correspondent),chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/mr-coke-rome-correspondent.md
units/persons/nanteuil,person,罗贝尔·南特伊,Robert Nanteuil,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/nanteuil.md
units/persons/niccolo-bambini,person,尼科洛·班比尼,Nicolò Bambini,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/niccolo-bambini.md
units/persons/niccolo-ludovisi,person,尼科洛·卢多维西,Niccolò Ludovisi,,2026-09-25,2026-09-25,04-knowledge/units/persons/niccolo-ludovisi.md
units/persons/nicolas-poussin,person,尼古拉·普桑,Nicolas Poussin,,2026-09-09,2026-09-14,04-knowledge/units/persons/nicolas-poussin.md
units/persons/nicolo-minato,person,尼科洛·米纳托,Nicolò Minato,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/nicolo-minato.md
units/persons/nikolaus-pevsner,person,尼古拉斯·佩夫斯纳,Nikolaus Pevsner,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/nikolaus-pevsner.md
units/persons/norah-smallwood,person,诺拉·斯莫尔伍德,Norah Smallwood,front-matter,2026-09-14,2026-09-25,04-knowledge/units/persons/norah-smallwood.md
units/persons/olimpia-aldobrandini,person,奥林皮娅·阿尔多布兰迪尼,Olimpia Aldobrandini,,2026-09-12,2026-09-14,04-knowledge/units/persons/olimpia-aldobrandini.md
units/persons/onorato-gini,person,奥诺拉托·吉尼,Onorato Gini,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/onorato-gini.md
units/persons/onorio-longhi,person,奥诺里奥·隆吉,Onorio Longhi,chp-1,2026-09-13,2026-09-14,04-knowledge/units/persons/onorio-longhi.md
units/persons/orazio-gentileschi,person,奥拉齐奥·真蒂莱斯基,Orazio Gentileschi,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/orazio-gentileschi.md
units/persons/orazio-ludovisi,person,奥拉齐奥·卢多维西,Orazio Ludovisi,,2026-09-25,2026-09-25,04-knowledge/units/persons/orazio-ludovisi.md
units/persons/oscar-savio,person,奥斯卡·萨维奥,Oscar Savio,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/oscar-savio.md
units/persons/ottaviano-ottoviani,person,奥塔维亚诺·奥托维亚尼,Ottaviano Ottoviani,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/ottaviano-ottoviani.md
units/persons/ottavio-costa,person,奥塔维奥·科斯塔,Ottavio Costa,chp-1,2026-09-13,2026-09-14,04-knowledge/units/persons/ottavio-costa.md
units/persons/ottavio-leoni,person,奥塔维奥·莱奥尼,Ottavio Leoni,,,,04-knowledge/units/persons/ottavio-leoni.md
units/persons/owen-mcswiny,person,欧文·麦克斯温尼,Owen MacSwinny,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/owen-mcswiny.md
units/persons/p-van-bleek,person,彼得·范·布莱克,Peter van Bleeck,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/p-van-bleek.md
units/persons/paolo-borghese,person,保罗·博尔盖塞,Paolo Borghese,chp-1,2026-09-12,2026-09-14,04-knowledge/units/persons/paolo-borghese.md
units/persons/paolo-de-matteis,person,保罗·德·马泰伊斯,Paolo de Matteis,chp-1,2026-09-14,2026-09-25,04-knowledge/units/persons/paolo-de-matteis.md
units/persons/paolo-giordano-orsini,person,保罗·乔尔达诺·奥尔西尼,Paolo Giordano Orsini,front-matter,2026-09-14,2026-09-25,04-knowledge/units/persons/paolo-giordano-orsini.md
units/persons/paolo-girolamo-piola,person,保罗·杰罗拉莫·皮奥拉,Paolo Gerolamo Piola,,2026-09-09,2026-09-14,04-knowledge/units/persons/paolo-girolamo-piola.md
units/persons/paolo-gismondi,person,保罗·吉斯蒙迪,Paolo Gismondi,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/paolo-gismondi.md
units/persons/paolo-guidotti,person,保罗·圭多蒂,Paolo Guidotti,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/paolo-guidotti.md
units/persons/paolo-negri,person,保罗·内格里,Paolo Negri,chp-1,2026-09-09,2026-09-14,04-knowledge/units/persons/paolo-negri.md
units/persons/pascoli,person,利奥内·帕斯科利,Lione Pascoli,,2026-09-09,2026-09-14,04-knowledge/units/persons/pascoli.md
units/persons/pasquali,person,乔万尼·巴蒂斯塔·帕斯夸利,Giovanni Battista Pasquali,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/pasquali.md
units/persons/pastor-historian,person,路德维科·冯·帕斯托,Ludovico von Pastor,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/pastor-historian.md
units/persons/paul-v,person,保禄五世,Paul V,,2026-09-09,2026-09-14,04-knowledge/units/persons/paul-v.md
units/persons/pellegrini,person,乔瓦尼·安东尼奥·佩莱格里尼,Giovanni Antonio Pellegrini,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/pellegrini.md
units/persons/peter-calvocoressi,person,彼得·约翰·安布罗斯·卡尔沃科雷西,Peter John Ambrose Calvocoressi,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/peter-calvocoressi.md
units/persons/peter-moores,person,彼得·穆尔斯,Peter Moores,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/peter-moores.md
units/persons/peter-paul-rubens,person,彼得·保罗·鲁本斯,Peter Paul Rubens,,2026-09-09,2026-09-14,04-knowledge/units/persons/peter-paul-rubens.md
units/persons/piazzetta,person,乔万尼·巴蒂斯塔·皮亚泽塔,Giovanni Battista Piazzetta,,,,04-knowledge/units/persons/piazzetta.md
units/persons/pier-francesco-mola,person,皮耶尔·弗朗切斯科·莫拉,Pier Francesco Mola,,2026-09-09,2026-09-14,04-knowledge/units/persons/pier-francesco-mola.md
units/persons/pier-leone-ghezzi,person,皮耶尔·莱奥内·盖齐,Pier Leone Ghezzi,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/pier-leone-ghezzi.md
units/persons/pierre-mignard,person,皮埃尔·米尼亚尔,Pierre Mignard,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/pierre-mignard.md
units/persons/pierre-motteux,person,彼得·安东尼·莫特,Peter Anthony Motteux,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/pierre-motteux.md
units/persons/pierre-rosenberg,person,皮埃尔·罗森贝格,Pierre Rosenberg,front-matter,2026-09-14,2026-09-15,04-knowledge/units/persons/pierre-rosenberg.md
units/persons/pierre-van-schuppen,person,皮埃尔·范·斯许彭,Pierre van Schuppen,front-matter,2026-09-14,2026-09-14,04-knowledge/units/persons/pierre-van-schuppen.md
